TIPO;PROGRESSIVO_DM_ASS;DATA_PRIMA_PUBBLICAZIONE;DM_RIFERIMENTO;GRUPPO_DM_SIMILI;ISCRIZIONE_REPERTORIO;INIZIO_VALIDITA;FINE_VALIDITA;FABBRICANTE_ASSEMBLATORE;CODICE_FISCALE;PARTITA_IVA_VATNUMBER;CODICE_CATALOGO_FABBR_ASS;DENOMINAZIONE_COMMERCIALE;CLASSIFICAZIONE_CND;DESCRIZIONE_CND;DATAFINE_COMMERCIO
1;12239;2009-01-14;;;N;2009-01-14;9999-12-31;DENTALICA S.P.A.;07314790150;07314790150;TR0021DVX;GUANTI TREND DEFENDO VERDI CON POLVERE;T01010101;GUANTI CHIRURGICI IN LATTICE CON POLVERE LUBRIFICANTE;2012-08-01
1;12240;2008-03-01;;;S;2018-11-24;9999-12-31;EUROFARM S.P.A.;00753720879;00753720879;"7174XX; 8174XX; 7576XX; 7575XX";EUROSUTURE;H900102;CEROTTI PER SUTURA;
1;12241;2008-03-01;;;S;2008-03-01;9999-12-31;EUROFARM S.P.A.;00753720879;00753720879;519XXX;EUROBANDAGE;M0303010101;BENDE ELASTICHE DI FISSAGGIO NON ADESIVE MONOESTENSIBILI;
1;12242;2009-01-15;;;N;2009-01-15;9999-12-31;DENTALICA S.P.A.;07314790150;07314790150;TR0021DFX;GUANTI TREND DEFENDO SENZA POLVERE;T01010102;GUANTI CHIRURGICI IN LATTICE DEPOLVERATI;2012-08-01
1;12243;2008-02-26;;;S;2008-02-26;9999-12-31;EMME.DI. DI UMBERTO BONETTI & C. S.A.S.;02121960021;;FTR0XX;CEROTTO PER LA PROTEZIONE DEL TRACHEOSTOMA;R040299;FILTRI PER RESPIRAZIONE SPONTANEA - ALTRI;
1;12244;2008-03-14;;;S;2008-03-14;9999-12-31;EMME.DI. DI UMBERTO BONETTI & C. S.A.S.;02121960021;;"SU11.XXXX; SU12.XXXX; SU16.XXXX; SU70.XXXX";PINZE DA MEDICAZIONE;L031302;PINZE DA MEDICAZIONE;
1;12245;2008-02-27;;;S;2008-02-27;9999-12-31;EMME.DI. DI UMBERTO BONETTI & C. S.A.S.;02121960021;;CAB00X.XXX,  CTC00X.X, CTC001;GUAINA COPRI STRUMENTARIO;T030102;GUAINE COPRISTRUMENTI E APPARECCHI;
1;12246;2008-03-01;;;S;2008-03-01;9999-12-31;GE HUALUN MEDICAL SYSTEMS CO,LTD;;;S39212JC;DEFINIUM 6000;Z110309;SISTEMI POLIFUNZIONALI PER RADIOLOGIA DIGITALE (DR);
1;12247;2008-03-07;;;S;2010-04-01;9999-12-31;LINEAR S.R.L.;02954950107;02954950107;"AUDIENTE VI GENERAZIONE CIC; AUDIENTE PROGRAMMABILE; AUDIENTE XX GEN. IMPERMEABILE; AUDIENTE XX GEN.";APPARECCHI ACUSTICI DIGITALI ENDOAURICOLARI;Y214599;APPARECCHI ACUSTICI O AUSILI PER L'UDITO - ALTRI;2013-01-28
1;12248;2008-09-14;;34827;S;2011-12-28;9999-12-31;GIBAUD S.A GROUPE OSSUR;;88544501927;5G0713X00HD01;ORTESI SOSTEGNO RIZARTROSI;Y060612;ORTESI PER POLSO-MANO;
1;12249;2008-03-01;;;N;2008-03-01;9999-12-31;OPTOGROUP S.R.L.;05251521000;05251521000;"CRIS; FILT; COLCR";LENTI OFTALMICHE MINERALI COLORATE;Y210303;LENTI OFTALMICHE E MONTATURE;2015-07-22
1;12250;2008-03-18;;;N;2008-03-18;9999-12-31;OPTOGROUP S.R.L.;05251521000;05251521000;VECO;LENTI OFTALMICHE MINERALI MONOFOCALI COLORATE;Y210303;LENTI OFTALMICHE E MONTATURE;2015-07-22
1;12251;2008-10-02;;;S;2008-10-02;9999-12-31;ABBOTT IRELAND VASCULAR DIVISION;;9989063V;"82904-19; 82904-31; 82905-19; 82905-31";EMBOSHIELD PRO RAPID EXCHANGE EMBOLIC PROTECTION SYSTEM;C01050202;SISTEMI E CATETERI DI PROTEZIONE PER PTA;2010-11-17
1;12252;2008-05-10;;;S;2008-05-10;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;124002;CANNULA INFUSIONE SCLERALE ANGOLATA 20G, 4 MM;L1799;STRUMENTARIO PER OFTALMOLOGIA - ALTRO;
1;12253;2008-03-01;;;N;2008-03-01;9999-12-31;OPTOGROUP S.R.L.;05251521000;05251521000;"25SB; ST28; BITITAFOTO";LENTI OFTALMICHE MINERALI BIFOCALI FOTOCROMATICHE;Y210303;LENTI OFTALMICHE E MONTATURE;2015-07-22
1;12254;2008-02-27;;22431;S;2010-03-11;9999-12-31;AESCULAP AG;;812160059;EJ025SU;SACCA RECUPERO SIMPLE 76X150MM;K01020107;SACCHETTI DI RECUPERO PER CHIRURGIA MINI-INVASIVA;
1;12255;2008-05-10;;;S;2008-05-10;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;124003;CANNULA INFUSIONE SCLERALE ANGOLATA 20G, 6 MM;L1799;STRUMENTARIO PER OFTALMOLOGIA - ALTRO;
1;12256;2008-05-10;;;S;2008-05-10;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;124012;CANNULA INFUSIONE SCLERALE 23G, 4 MM;L1799;STRUMENTARIO PER OFTALMOLOGIA - ALTRO;
1;12257;2008-03-07;;;S;2008-03-07;9999-12-31;NINGBO JIANGDONG GREATCARE INTERNATIONAL TRADE CO. LTD.;;;GCU230101S;SACCA RACCOGLI URINA DA GAMBA,  CON  VALVOLA DI SCARICO, STERILE;A06030399;SISTEMI DI RACCOLTA URINA - ALTRI;
1;12259;2008-09-26;;;S;2008-09-26;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;129009;CANNULA PER MANIPOLAZIONE RETINICA 20G;L1799;STRUMENTARIO PER OFTALMOLOGIA - ALTRO;
1;12260;2008-03-01;;;N;2008-03-01;9999-12-31;OPTOGROUP S.R.L.;05251521000;05251521000;"GE16T+COLORE; PRSUN+COLORE";LENTI OFTALMICHE ORGANICHE COLORATE PROGRESSIVE;Y210303;LENTI OFTALMICHE E MONTATURE;2015-07-22
1;12261;2008-03-02;;;S;2008-03-02;9999-12-31;DEPUY SPINE;;;279783XXX;EXPEDIUM TI 6,35 STRUMENTARIO-PORTAVITI;V0402;VASSOI E BACINELLE PER USO CLINICO;
1;12262;2008-03-02;;;S;2008-03-02;9999-12-31;DEPUY SPINE;;;27978XXXX;EXPEDIUM TI 6,35 STRUMENTARIO-CASSETTA;S0199;MATERIALI PER IL CONFEZIONAMENTO IN STERILIZZAZIONE - ALTRI;
1;12264;2008-03-01;;;N;2008-03-01;9999-12-31;OPTOGROUP S.R.L.;05251521000;05251521000;"FTXX; XXXX1560; LU28; CIRC; ROUN; 28XX; F22H";LENTI OFTALMICHE ORGANICHE BIFOCALI;Y210303;LENTI OFTALMICHE E MONTATURE;2015-07-22
1;12266;2008-05-10;;;S;2008-05-10;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;124005;CANNULA INFUSIONE SCLERALE 20G, 6 MM;L1799;STRUMENTARIO PER OFTALMOLOGIA - ALTRO;
1;12267;2008-03-07;;;S;2008-03-07;9999-12-31;NINGBO JIANGDONG GREATCARE INTERNATIONAL TRADE CO. LTD.;;;GCU230101;SACCA RACCOGLI URINA DA GAMBA,  CON  VALVOLA DI SCARICO,  NON STERILE;A06030399;SISTEMI DI RACCOLTA URINA - ALTRI;
1;12269;2008-03-01;;;N;2008-03-01;9999-12-31;OPTOGROUP S.R.L.;05251521000;05251521000;"XXXX; PRXXXX; POPANO; PXXXX; TVXPR; 1XX0GE; 1XX0XX";LENTI OFTALMICHE ORGANICHE PROGRESSIVE;Y210303;LENTI OFTALMICHE E MONTATURE;2015-07-22
1;12270;2008-03-02;;;S;2008-03-02;9999-12-31;DEPUY SPINE;;;279783180;EXP 6.35 CACCIAVITE FINALE;S0199;MATERIALI PER IL CONFEZIONAMENTO IN STERILIZZAZIONE - ALTRI;
1;12271;2008-09-26;;;S;2008-09-26;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;129011;CANNULA PER ASPIRAZIONE 23G;L1799;STRUMENTARIO PER OFTALMOLOGIA - ALTRO;
1;12272;2008-03-02;;;S;2008-03-02;9999-12-31;DEPUY SPINE;;;279783175;EXP 6.35 MISURATORE DI PROFONDITÀ;V030299;SISTEMI PER MISURAZIONE DI PARAMETRI CLINICI DIMENSIONALI - ALTRI;
1;12273;2008-03-02;;;S;2008-03-02;9999-12-31;DEPUY SPINE;;;279783000;EXP 6.35 PORTA IMPIANTI;V0402;VASSOI E BACINELLE PER USO CLINICO;
1;12275;2008-03-07;;;S;2008-03-07;9999-12-31;DEPUY SPINE;;;279763XXX;EXP 6.35 CACCIAVITI;L091001;STRUMENTI PER INSERIMENTO E ESTRAZIONE DI MATERIALI PER OSTEOSINTESI;
1;12276;2008-04-17;;;S;2008-04-17;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;143003;SONDA B-SCAN  A CONTATTO 20 MHZ;Z1104018001;SONDE ECOGRAFICHE;
1;12277;2008-03-01;;;S;2008-03-01;9999-12-31;EUROFARM S.P.A.;00753720879;00753720879;512XXX;EUROTRASP;M050101;CEROTTI SU ROCCHETTO (A NASTRO);
1;12278;2008-04-17;;;S;2008-04-17;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;143004;SONDA B-SCAN  A BAGNO D'ACQUA 35 MHZ;Z1104018001;SONDE ECOGRAFICHE;
1;12281;2008-04-17;;;S;2008-04-17;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;143005;SONDA B-SCAN  A BAGNO D'ACQUA 50 MHZ;Z1104018001;SONDE ECOGRAFICHE;
1;12284;2008-03-01;;;S;2008-03-01;9999-12-31;EUROFARM S.P.A.;00753720879;00753720879;7175XX;EURODERM;M040406;MEDICAZIONI IN POLIURETANO;
1;12287;2008-03-14;;;S;2008-03-14;9999-12-31;PAPERPAK SWEDEN AB;;556563186701;203446;ATTENDS SLIP SMALL 10;T04010103;PANNOLONI A MUTANDINA;
1;12288;2008-03-16;;;S;2008-03-16;9999-12-31;PAPERPAK SWEDEN AB;;556563186701;201114;ATTENDS PULL-ONS X-SMALL 5;T04010103;PANNOLONI A MUTANDINA;
1;12289;2008-03-23;;;N;2008-03-23;2011-07-12;BIOFARMITALIA S.P.A.;10581310157;10581310157;MFDM001CD;CALADOL;M9099;DISPOSITIVI PER MEDICAZIONE- ALTRI (CEROTTO PER SUTURA VEDI H900102);2010-12-31
1;12290;2008-03-16;;;S;2012-11-29;9999-12-31;PAPERPAK SWEDEN AB;;556563186701;2701004;ATTENDS PULL-ONS SMALL 5;T04010103;PANNOLONI A MUTANDINA;
1;12291;2008-03-14;;;S;2008-03-14;9999-12-31;PAPERPAK SWEDEN AB;;556563186701;200575;ATTENDS SOFT MINI 1;T04010102;PANNOLONI SAGOMATI;
1;12292;2008-03-14;;;S;2008-03-14;9999-12-31;PAPERPAK SWEDEN AB;;556563186701;200353;ATTENDS SOFT NORMAL 2;T04010102;PANNOLONI SAGOMATI;
1;12293;2008-03-14;;;S;2008-03-14;9999-12-31;PAPERPAK SWEDEN AB;;556563186701;200377;ATTENDS SOFT EXTRA 3;T04010102;PANNOLONI SAGOMATI;
1;12294;2008-03-02;;;S;2008-03-02;9999-12-31;DEPUY SPINE;;;279702XXX;EXP.TI 6,35 STRUMENTARIO-MASCHIATORE A DOPPIO FILETTO;L091001;STRUMENTI PER INSERIMENTO E ESTRAZIONE DI MATERIALI PER OSTEOSINTESI;
1;12296;2008-04-17;;;S;2008-04-17;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;143011;SONDA A-SCAN  DIAGNOSTICO, 8 MHZ;Z1104018001;SONDE ECOGRAFICHE;
1;12297;2008-04-17;;;S;2008-04-17;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;143012;SONDA B-SCAN  25 MHZ;Z1104018001;SONDE ECOGRAFICHE;
1;12298;2008-04-18;;;S;2008-04-18;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;149014;TRASDUTTORE DA 35 MHZ PER SONDA B-SCAN;Z1104018001;SONDE ECOGRAFICHE;
1;12299;2008-04-18;;;S;2008-04-18;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;149015;TRASDUTTORE DA 50 MHZ PER SONDA B-SCAN;Z1104018001;SONDE ECOGRAFICHE;
1;12300;2008-03-07;;;S;2008-03-07;9999-12-31;DEPUY SPINE;;;279763000;EXP.TI 6,35 STRUMENTARIO-INSERITORE;L091099;STRUMENTARIO PLURIUSO PER OSTEOSINTESI - ALTRO;
1;12301;2008-04-18;;;S;2008-04-18;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;149016;TRASDUTTORE DA 25 MHZ PER SONDA B-SCAN;Z1104018001;SONDE ECOGRAFICHE;
1;12302;2008-03-02;;;S;2008-03-02;9999-12-31;DEPUY SPINE;;;279763080;EXP 6.35 DISTRATTORE;P09120403;DISTRATTORI PER OSTEOSINTESI;
1;12303;2008-04-19;;;S;2008-04-19;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;153004;SONDA PER PACHIMETRIA,ANGOLATA (20 MHZ);Z1104018001;SONDE ECOGRAFICHE;
1;12304;2008-04-03;;18726;S;2009-11-19;9999-12-31;AESCULAP AG;;812160059;PO892SU;ADTEC MANICO PINZA A LUCCIO MONOUS0 D:5/310MM;K01020104;PINZE MONOUSO PER CHIRURGIA MINI-INVASIVA;
1;12305;2008-03-02;;;S;2008-03-02;9999-12-31;DEPUY SPINE;;;279763130;EXPEDIUM TI 6,35 UNCINO;L091199;STRUMENTARIO PLURIUSO PER PROTESICA ORTOPEDICA - ALTRO;
1;12306;2008-04-09;;;S;2008-04-09;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;123001;SONDA PER VITRECTOMIA POSTERIORE AD ALTA VELOCITA', 20G;Z1212020780;STRUMENTAZIONE PER FACO-VITRECTOMIA - COMPONENTI ACCESSORI HARDWARE;
1;12307;2008-02-28;;;S;2009-11-18;9999-12-31;AESCULAP AG;;812160059;PO840SU;ADTEC FORBICI MONOUSO METZENBAUM  D:5/310MM;K01020102;FORBICI MONOUSO PER CHIRURGIA MINI-INVASIVA;
1;12308;2008-02-28;;;S;2009-11-19;9999-12-31;AESCULAP AG;;812160059;PO841SU;ADTEC MARYLAND PINZA MONOUSO D:5/310MM;K01020101;DISSETTORI MONOUSO PER CHIRURGIA MINI-INVASIVA;
1;12309;2008-03-07;;;S;2008-03-07;9999-12-31;DEPUY SPINE;;;279763185;EXP 6.35 STRUMENTARIO-GUIDA UNCINO CHIUSO;L091199;STRUMENTARIO PLURIUSO PER PROTESICA ORTOPEDICA - ALTRO;
1;12310;2008-02-28;;;S;2014-01-24;9999-12-31;AESCULAP AG;;812160059;PO842SU;ADTEC PINZA A LUCCIO MONOUSO  D:5/310MM;K01020104;PINZE MONOUSO PER CHIRURGIA MINI-INVASIVA;
1;12311;2008-06-20;;;S;2018-09-07;9999-12-31;MEDTRONIC NAVIGATION ISRAEL;;;9730235;POLESTAR N-20 INTRAOPERATIVE MR IMAGE GUIDANCE SYSTEM;Z11050102;TOMOGRAFI A MAGNETE APERTO CON INTENSITA' DI CAMPO MAGNETICO INFERIORE O UGUALE A 0.5T;2015-08-19
1;12312;2008-04-09;;;S;2008-04-09;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;123002;SONDA PER VITRECTOMIA ANTERIORE CON SLEEVE IN SILICONE;Z1212020780;STRUMENTAZIONE PER FACO-VITRECTOMIA - COMPONENTI ACCESSORI HARDWARE;
1;12313;2008-04-09;;;S;2008-04-09;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;123006;VITRECTOMO PER SONDA ILLUMINANTE COASSIALE;Z1212020780;STRUMENTAZIONE PER FACO-VITRECTOMIA - COMPONENTI ACCESSORI HARDWARE;
1;12314;2008-04-10;;;S;2008-04-10;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;123010;SONDA PER VITRECTOMIA POSTERIORE AD ALTA VELOCITA', 23G;Z1212020780;STRUMENTAZIONE PER FACO-VITRECTOMIA - COMPONENTI ACCESSORI HARDWARE;
1;12315;2008-04-03;;;S;2016-04-14;9999-12-31;AESCULAP AG;;812160059;BC110SU;SUSI FORBICI FINE RET.PUNTE ACUTE 110MM;K01020102;FORBICI MONOUSO PER CHIRURGIA MINI-INVASIVA;
1;12316;2008-07-09;;;S;2008-07-09;9999-12-31;MEDTRONIC NAVIGATION ISRAEL;;;9733563;STARSHIELD V3 SISTEMA DI PROTEZIONE DA RADIO-FREQUENZA;Z11059099;STRUMENTAZIONE VARIA PER IMAGING A RISONANZA MAGNETICA NON ALTRIMENTI CLASSIFICATA;
1;12317;2008-05-09;;;S;2008-05-09;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;179201;SONDA PER VITRECTOMIA POSTERIORE (MONOUSO-STERILE);Z1212020780;STRUMENTAZIONE PER FACO-VITRECTOMIA - COMPONENTI ACCESSORI HARDWARE;
1;12318;2008-07-04;;;S;2008-07-04;9999-12-31;MEDTRONIC NAVIGATION INC.;;;9732703;SISTEMA DI NAVIGAZIONE IGS PER POLESTAR N20, 220V;Z12100601;SISTEMI PER NEUROCHIRURGIA STEREOTASSICA;
1;12319;2008-02-27;;;S;2008-02-27;9999-12-31;WENZHOU KLF MEDICAL PLASTICS CO., LTD.;;;26570;TUBO DI CONNESSIONE;A060102;TUBI MEDICALI DI RACCORDO;
1;12320;2008-03-05;;;S;2008-03-05;9999-12-31;GE PARALLEL DESIGN INC.;;;H41752LW;3S;Z1104018001;SONDE ECOGRAFICHE;
1;12321;2008-04-17;;;S;2008-04-17;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;192301;SONDA PER VITRECTOMIA POSTERIORE 20G (MONOUSO-STERILE);Z1212020703;VITRECTOMI;
1;12322;2008-07-27;;;S;2008-07-27;9999-12-31;MEDTRONIC NAVIGATION, INC.;;;9733346;O-ARM 1000 SYSTEM*, 220V;Z11039017;PORTATILI PER RADIOSCOPIA;
1;12323;2008-09-12;;22466;S;2014-03-19;9999-12-31;AESCULAP AG;;812160059;BD047SU;SUSI PINZETTA ANAT.145MM;V9099;DISPOSITIVI NON COMPRESI NELLE CLASSI PRECEDENTI - ALTRI;
1;12324;2008-09-30;;;S;2008-09-30;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;192302;SONDA PER VITRECTOMIA POSTERIORE 25G (MONOUSO-STERILE);Z1212020703;VITRECTOMI;
1;12325;2008-03-08;;;S;2008-03-08;9999-12-31;SMITH AND NEPHEW INC;;;50750;VERSAJET HYDROSURGERY SYSTEM:POWER CONSOLE;Z120106;IDRODISSETTORI;
1;12326;2008-09-30;;;S;2008-09-30;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;192303;SONDA PER VITRECTOMIA POSTERIORE 23G (MONOUSO-STERILE);Z1212020703;VITRECTOMI;
1;12327;2008-04-26;;47221;S;2013-05-22;9999-12-31;CRYOLIFE INC;;;BGAT-SY;10 BLISTER DA 4 PUNTALI STD. LUNGH. 6CM  PER SIRINGA BIOGLUE;K0199;DISPOSITIVI PER CHIRURGIA MINI-INVASIVA - ALTRI;
1;12330;2008-02-27;;;N;2008-02-27;9999-12-31;KERYOS SPA;13232870157;;902201;MIGEL;Q030199;DISPOSITIVI NASOFARINGEI - ALTRI;
1;12332;2008-05-10;;;S;2008-05-10;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;128101;SONDA A FIBRA OTTICA - 20G PER ENDOILLUMINAZIONE;Z129004;FONTI LUMINOSE;
1;12333;2008-05-10;;;S;2008-05-10;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;128104;SONDA A FIBRA OTTICA PER SPATOLE INTERCAMBIABILI;Z129004;FONTI LUMINOSE;
1;12334;2008-04-19;;;S;2008-04-19;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;192801;SONDA A FIBRA OTTICA-20G PER ENDOILLUMINAZIONE;L1705;SONDE PER OFTALMOLOGIA;
1;12335;2008-03-23;;;S;2008-03-23;9999-12-31;DEPUY FRANCE SAS;;09347558371;100050244;SPIR HA MULTIHOLES CUP D44;P090803010201;COTILI NON CEMENTATI PER IMPIANTO PRIMARIO IN MATERIALE METALLICO;
1;12336;2008-04-19;;;S;2008-04-19;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;192802;SONDA A FIBRA OTTICA-20G PER ENDOILLUMINAZIONE,GRANDANGOLO;L1705;SONDE PER OFTALMOLOGIA;
1;12337;2008-09-14;;34831;N;2011-12-28;9999-12-31;GIBAUD S.A GROUPE OSSUR;;88544501927;5G0711X00HD01;ORTESI IMMOBILIZZAZIONE POLSO-POLLICE DX;Y060612;ORTESI PER POLSO-MANO;2012-02-20
1;12338;2008-03-16;;78105;S;2016-07-14;9999-12-31;C.B.M. S.R.L.;00114010192;;80-83;CESTI IN FILO;S0199;MATERIALI PER IL CONFEZIONAMENTO IN STERILIZZAZIONE - ALTRI;
1;12339;2008-04-19;;;S;2008-04-19;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;192803;SONDA ENDOILLUMINAZIONE 20G, MULTIPORT;L1705;SONDE PER OFTALMOLOGIA;
1;12340;2008-09-14;;34832;N;2011-12-28;9999-12-31;GIBAUD S.A GROUPE OSSUR;;88544501927;5G0712X00HD01;ORTESI IMMOBILIZZAZIONE POLSO-POLLICE SX;Y060612;ORTESI PER POLSO-MANO;2012-02-20
1;12341;2008-03-16;;78106;S;2016-07-14;9999-12-31;C.B.M. S.R.L.;00114010192;;"8X; 8X/X; 90";CESTI IN RETE;S0199;MATERIALI PER IL CONFEZIONAMENTO IN STERILIZZAZIONE - ALTRI;
1;12342;2008-04-06;;;S;2008-04-06;9999-12-31;DEPUY INTERNATIONAL LTD.;;686914188;136519500;S-ROM  28MM HEAD +9;P090804050202;TESTE FEMORALI IN MATERIALE METALLICO PER PROTESI TOTALI;
1;12343;2008-04-19;;;S;2008-04-19;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;192804;TROCAR INFUSIONE /ENDOILLUMINAZIONE 18G MULTIPORT;L1705;SONDE PER OFTALMOLOGIA;
1;12344;2008-09-14;;34839;N;2011-12-28;9999-12-31;GIBAUD S.A GROUPE OSSUR;;88544501927;5G0709X00HD01;ORTESI RIGIDA POLSO CON STECCAGGIO DORSALE DX;Y060612;ORTESI PER POLSO-MANO;2012-02-20
1;12345;2008-05-10;;;S;2008-05-10;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;128102;SONDA ILL. COASSIALE-20G PER VIT.E MICROFORBICE;Z129004;FONTI LUMINOSE;
1;12346;2008-05-10;;;S;2008-05-10;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;128103;SONDA ILLUMINAZIONE COASSIALE-20G PER MICROPINZA;Z129004;FONTI LUMINOSE;
1;12347;2008-09-14;;34843;N;2011-12-28;9999-12-31;GIBAUD S.A GROUPE OSSUR;;88544501927;5G0710X00HD01;ORTESI RIGIDA POLSO CON STECCAGGIO DORSALE SX;Y060612;ORTESI PER POLSO-MANO;2012-02-20
1;12348;2008-05-09;;;S;2008-05-09;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;178101;SONDA PER ENDOILLUMINAZIONE;Z129004;FONTI LUMINOSE;
1;12349;2008-03-08;;;S;2008-03-08;9999-12-31;DEPUY INTERNATIONAL LTD.;;686914188;920010081;HUDSON DRIVE SHAFT;L0916;FRESE ORTOPEDICHE PLURIUSO;
1;12350;2008-05-09;;;S;2008-05-09;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;179801;SONDA PER ENDOILLUMINAZIONE DISP.STER. (5 PZ);Z129004;FONTI LUMINOSE;
1;12351;2008-05-09;;;S;2008-05-09;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;179802;FIBRA OTTICA DISP.STANDARD PER ADATTATORE 3 VIE (5 PZ);Z129004;FONTI LUMINOSE;
1;12352;2008-03-07;;;S;2008-03-07;9999-12-31;EUROFARM S.P.A.;00753720879;00753720879;"7070XX; 80900X";EUROSILK;M050101;CEROTTI SU ROCCHETTO (A NASTRO);
1;12353;2008-03-21;;;S;2008-03-21;9999-12-31;LUKROSS INTERNATIONAL SRL;04021170966;04021170966;THF002;MAGNETOFIELD;Z120609;APPARECCHIATURE PER TERAPIA AD ONDE CORTE;
1;12354;2008-04-19;;;S;2008-04-19;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;192805;TROCAR ENDOILLUMINAZIONE 20G MULTIPORT;L1705;SONDE PER OFTALMOLOGIA;
1;12355;2008-11-01;;;S;2008-11-01;9999-12-31;D.R.M. S.R.L.;01607530209;01607530209;CER.15X15 TA.Y;CEROTTI PRETAGLIATI;M050201;CEROTTI ESTENSIBILI IN TNT;
1;12356;2008-04-19;;;S;2008-04-19;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;192806;SONDA ENDOILLUMINAZIONE-20G GRANDANGOLO, MULTIPORT;L1705;SONDE PER OFTALMOLOGIA;
1;12357;2008-05-09;;;S;2008-05-09;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;192807;SONDA A FIBRA OTTICA-23G PER ENDOILLUMINAZIONE;Z129004;FONTI LUMINOSE;
1;12359;2008-05-09;;;S;2008-05-09;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;192808;SONDA A FIBRA OTTICA-25G PER ENDOILLUMINAZIONE;Z129004;FONTI LUMINOSE;
1;12360;2008-03-05;;;S;2008-03-05;9999-12-31;GE PARALLEL DESIGN INC.;;;H40422LB;7S;Z1104018001;SONDE ECOGRAFICHE;
1;12361;2008-04-03;;;S;2008-04-03;9999-12-31;BALBO SPORT ABILITY SRL;01319340087;01319340087;DAVENBIKE®27;DAVENBIKE®27;Y0399;AUSILI PER TERAPIA ED ADDESTRAMENTO - ALTRI;
1;12362;2008-05-09;;;S;2008-05-09;9999-12-31;OPTIKON 2000 S.P.A.;04678121007;04678121007;192809;SONDA ILLUMINAZIONE GRANDANGOLO 23G (5 PZ);Z129004;FONTI LUMINOSE;
1;12363;2008-04-02;;;N;2015-06-09;9999-12-31;STAFFORD-MILLER (IRELAND) LIMITED;;6399445V;5000198013665;POLIDENT BAMBINI PULITORE PER APPARECCHI - COMPRESSE EFFERVESCENTI;Q010280;DISPOSITIVI PER ODONTOIATRIA PROTESICA - ACCESSORI;
1;12364;2008-03-01;;29169;S;2008-03-01;9999-12-31;GE PARALLEL DESIGN INC.;;;H4904PC;4C;Z119080;STRUMENTAZIONE VARIA PER BIOIMMAGINI E RADIOTERAPIA - COMPONENTI ACCESSORI HARDWARE;
1;12365;2008-03-07;;;S;2014-07-03;9999-12-31;EUROFARM S.P.A.;00753720879;00753720879;"7172XX; 89230X";EUROPTICAL OCCLUSIVO TNT RETINATO ELASTICO;M040303;CEROTTI PER TERAPIA ORTOTTICA;
1;12366;2008-03-05;;;S;2008-03-05;9999-12-31;GE YOKOGAWA MEDICAL SYSTEMS LTD.;;;H40412LG;10L;Z1104018001;SONDE ECOGRAFICHE;2009-09-26
1;12367;2008-03-05;;;S;2014-01-14;9999-12-31;GE YOKOGAWA MEDICAL SYSTEMS LTD.;;;H40412LJ;8C;Z1104018001;SONDE ECOGRAFICHE;2013-06-21
1;12368;2008-03-05;;;S;2013-06-21;9999-12-31;GE YOKOGAWA MEDICAL SYSTEMS LTD.;;;H40412LH;12L;Z1104018001;SONDE ECOGRAFICHE;2013-06-27
